HR,Name,HD,ADS,VarID,RAJ2000,DEJ2000,Vmag,B-V,SpType,NoteFlag
7058,,173650,,V535 Her,18 45 35.7,+21 59 06,6.51,0.02,B9pSiCr:,*
7059,5    Aql,173654,11667,,18 46 28.5,-00 57 42,5.90,0.13,A2Vm,*
7060,,173664,,,18 43 29.0,+53 52 19,6.11,0.12,A2IV,
7061,110    Her,173667,11658,11323,18 45 39.7,+20 32 47,4.19,0.46,F6V,*
7062,Eta1CrA,173715,,,18 48 50.5,-43 40 48,5.49,0.13,A3V,
7063,Bet Sct,173764,,,18 47 10.5,-04 44 52,4.22,1.10,G4IIa,*
7064,,173780,,,18 46 04.5,+26 39 44,4.83,1.20,K3III,
7065,,173791,,,18 49 27.4,-45 48 37,5.81,0.90,G8III,
7066,,173819,,R Sct,18 47 29.0,-05 42 18,5.20,1.47,K0Ibp,*
7067,,173833,,,18 46 41.4,+18 42 21,6.17,1.59,K5,
7068,Eta2CrA,173861,,,18 49 35.0,-43 26 02,5.61,-0.08,B9IV,
7069,111    Her,173880,,,18 47 01.3,+18 10 53,4.36,0.13,A5III,*
7070,,173902,,,18 49 17.2,-34 44 55,6.62,1.08,K1IVCNIII,
7071,,173920,,,18 44 55.4,+54 53 48,6.23,0.82,G5III,
7072,,173928,,,18 48 45.3,-18 36 05,6.47,,G5III:+A0V:,
7073,,173936,,,18 46 13.0,+41 26 30,6.07,-0.13,B6V,
7074,Lam Pav,173948,,Lam Pav,18 52 13.0,-62 11 15,4.22,-0.14,B2II-IIIe,*
7075,,173949,11661,,18 44 18.2,+61 02 53,5.99,0.96,G7IV,
7076,,173954,,,18 48 02.7,+04 14 29,6.21,1.51,K5,*
7077,,174115,,Var?,18 49 35.5,-19 08 32,6.75,0.20,A1m,*
7078,29    Sgr,174116,11713,11372,18 49 40.1,-20 19 29,5.24,1.41,K4III,
7079,,174160,,,18 48 16.4,+23 30 51,6.15,0.49,F8V,*
7080,,174177,,,18 46 59.0,+46 18 54,6.52,0.07,A2IV,
7081,,174179,,,18 47 57.5,+31 45 25,6.06,-0.13,B3IVp,*
7082,,174205,,,18 43 10.2,+70 47 34,6.44,,K2,
7083,,174208,11719,,18 49 41.0,-05 54 46,5.99,1.60,K2Ib,*
7084,,174237,,CX Dra,18 46 43.1,+52 59 17,5.88,-0.09,B2.5Ve,*
7085,,174240,,,18 49 37.1,+00 50 09,6.25,0.04,A1V,
7086,,174262,,,18 48 53.4,+19 19 43,5.88,0.03,A1V,
7087,Kap Tel,174295,,,18 52 39.6,-52 06 27,5.17,0.94,G8-K0III,
7088,30    Sgr,174309,11731,,18 50 50.5,-22 09 44,6.61,0.38,A7III,*
7089,,174325,11726,S Sct,18 50 20.0,-07 54 27,6.80,3.09,C5II,*
7090,,174366,,,18 47 40.0,+49 04 30,6.40,,A1V,
7091,,174369,,,18 49 14.4,+25 02 47,6.59,,A1V,*
7092,,174387,,,18 52 27.1,-46 35 43,5.54,1.63,M0III,
7093,,174430,,,18 53 12.1,-51 55 52,6.31,-0.09,B4III,
7094,,174464,,,18 50 58.5,-09 46 27,5.83,0.61,F2Ib,
7095,,174474,,,18 53 02.5,-48 21 36,6.19,0.14,A2V,
7096,,174481,,,18 48 16.1,+48 46 03,6.12,0.21,A7III,
7097,,174500,,,18 52 59.6,-46 35 09,6.19,0.03,A1IV-V,
7098,,174567,,,18 49 44.0,+31 37 45,6.64,0.02,A0V s,
7099,,174569,11750,,18 50 45.6,+10 58 35,6.55,,K5III+K3III,*
7100,8Nu 1Lyr,174585,11732,11400,18 49 45.9,+32 48 46,5.91,-0.16,B3IV,*
7101,8    Aql,174589,,,18 51 22.1,-03 19 04,6.10,0.30,F2III,
7102,9Nu 2Lyr,174602,11737,,18 49 52.9,+32 33 03,5.25,0.08,A3V,*
7103,,174630,,,18 52 28.5,-26 39 01,6.29,0.94,G8/K0III,
7104,,174631,,,18 52 37.0,-29 22 46,6.13,1.35,K1III,
7105,,174632,,,18 52 41.7,-30 44 03,6.63,-0.05,B8V,
7106,10Bet Lyr,174638,11745,Bet Lyr,18 50 04.8,+33 21 46,3.45,0.00,B8IIpe,*
7107,Kap Pav,174694,,Kap Pav,18 56 57.0,-67 14 01,4.44,0.71,F5I-II,*
7108,,174730,,,18 54 32.3,-49 52 43,6.60,0.08,A2V,
7109,,174853,,V822 Her,18 52 01.9,+13 57 56,6.14,0.00,B8Vnn,*
7110,,174866,,,18 53 01.9,-09 34 34,6.34,0.20,A7Vn,
7111,,174877,,,18 56 54.7,-62 48 04,6.48,1.53,K3III,
7112,,174881,,,18 51 35.9,+28 47 01,6.18,1.18,K1II-III,
7113,112    Her,174933,,,18 52 16.4,+21 25 31,5.48,-0.07,B9II-IIIpHg,*
7114,33    Sgr,174947,,,18 54 00.1,-21 21 35,5.69,1.23,K1Ib,
7115,,174959,,,18 51 36.5,+36 32 19,6.09,-0.11,B6IV,
7116,32Nu 1Sgr,174974,11794,,18 54 10.2,-22 44 42,4.83,1.41,K2I+B9V:,*
7117,,174980,,,18 45 46.7,+74 05 08,5.27,0.92,K0II-III,
7118,,175132,,,18 52 07.1,+41 23 00,6.28,-0.09,B9IIIpSi,*
7119,,175156,,,18 54 43.1,-15 36 11,5.10,0.17,B5II,*
7120,35Nu 2Sgr,175190,,,18 55 07.1,-22 40 17,4.99,1.33,K3II-IIIBa0.8CN2,
7121,34Sig Sgr,175191,,,18 55 15.9,-26 17 48,2.02,-0.22,B2.5V,*
7122,,175219,,,18 56 16.9,-42 42 38,5.36,1.00,K0III,
7123,,175225,,,18 51 35.0,+52 58 30,5.51,0.84,G9IVa,
7124,50    Dra,175286,,,18 46 22.2,+75 26 02,5.35,0.05,A1Vn,*
7125,47Omi Dra,175306,11779,Omi Dra,18 51 12.1,+59 23 18,4.66,1.19,G9IIIFe-0.5,*
7126,,175317,,,18 55 31.0,-16 22 36,5.79,0.36,F4V,
7127,Ome Pav,175329,,,18 58 36.4,-60 12 02,5.14,1.37,K2IIICNIV,
7128,,175360,,,18 56 00.6,-23 10 25,5.93,-0.02,B8,
7129,,175362,,V686 CrA,18 56 40.5,-37 20 36,5.38,-0.14,B8IVSi,*
7130,,175401,,,19 00 03.5,-66 39 12,6.01,0.97,K0III,
7131,11Del1Lyr,175426,,11504,18 53 43.6,+36 58 18,5.58,-0.15,B2.5V,*
7132,,175443,,,18 54 13.2,+27 54 34,5.62,1.35,K4III,
7133,113    Her,175492,11820,,18 54 44.9,+22 38 42,4.59,0.78,G4III+A6V,*
7134,Lam Tel,175510,,,18 58 27.7,-52 56 19,4.87,-0.05,A0V,
7135,,175515,,11536,18 55 27.5,+06 36 55,5.57,1.04,K0III,*
7136,,175529,,,18 57 34.7,-39 49 24,6.31,0.20,A3,
7137,,175535,,,18 53 13.6,+50 42 30,4.92,0.90,G7IIIaFe-1,
7138,,175576,,,18 54 14.3,+41 13 32,7.30,,F5,
7139,12Del2Lyr,175588,11825,Del2 Lyr,18 54 30.2,+36 53 56,4.30,1.68,M4II,*
7140,,175635,11834,,18 54 52.5,+33 58 07,6.02,0.91,G8III+A2,*
7141,63The1Ser,175638,11853,11557,18 56 13.2,+04 12 13,4.62,0.17,A5V,*
7142,63The2Ser,175639,11853,,18 56 14.6,+04 12 07,4.98,0.20,A5Vn,*
7143,,175640,,,18 56 22.7,-01 48 00,6.22,-0.05,B9III,*
7144,,175679,,,18 56 25.6,+02 28 16,6.15,0.97,G8III,
7145,36Xi 1Sgr,175687,,,18 57 20.5,-20 39 23,5.08,0.13,A0II,
7146,,175740,11840,,18 54 52.2,+41 36 10,5.44,1.03,K0III,
7147,,175744,,V828 Her,18 56 03.9,+17 59 42,6.63,-0.04,B9pSi,*
7148,,175743,,,18 56 06.2,+18 06 19,5.69,1.09,K1III,*
7149,Eta Sct,175751,,,18 57 03.7,-05 50 46,4.83,1.08,K2III,
7150,37Xi 2Sgr,175775,,,18 57 43.8,-21 06 24,3.51,1.18,K1III,*
7151,,175794,,,18 58 21.3,-31 02 10,6.12,1.35,K3III,
7152,Eps CrA,175813,,Eps CrA,18 58 43.4,-37 06 27,4.87,0.41,F2V,*
7153,,175823,,,18 53 46.3,+57 29 13,6.22,1.23,gK5,
7154,,175824,11846,,18 54 47.1,+48 51 35,5.77,0.43,F3III,*
7155,,175852,,,18 58 20.5,-24 52 36,6.62,0.08,A0,*
7156,,175855,,,18 59 11.1,-39 32 05,6.49,-0.04,A0,
7157,13    Lyr,175865,,R Lyr,18 55 20.1,+43 56 46,4.04,1.59,M5III,*
7158,64    Ser,175869,,,18 57 16.6,+02 32 07,5.57,0.00,B9IIIep:Hg:,*
7159,,175892,,,18 58 24.6,-22 31 46,6.14,0.09,A2V,
7160,,175938,,,18 45 38.1,+79 56 33,6.39,0.28,A8V,
7161,,175986,,,19 03 29.7,-68 45 19,5.88,0.56,F8V,*
7162,,176051,11871,,18 57 01.6,+32 54 05,5.22,0.59,F9V,*
7163,,176095,,,18 58 23.8,+06 14 25,6.21,0.46,F5IV,
7164,,176123,,,18 59 26.8,-18 34 01,6.37,0.99,G3II,*
7165,,176155,11884,FF Aql,18 58 14.7,+17 21 39,5.38,0.80,F8Ib,*
7166,,176162,,Var,18 59 23.8,-12 50 26,5.53,-0.04,B5IV,*
7167,10    Aql,176232,,V1286 Aql,18 58 46.9,+13 54 24,5.89,0.25,F0pSrEu,*
7168,,176246,,,19 00 24.8,-24 56 32,6.36,1.25,gK0,
7169,,176269,,,19 01 03.2,-37 03 39,6.69,,B9V,*
7170,,176270,,,19 01 04.3,-37 03 43,6.40,-0.03,B8V-IV,*
7171,,176301,,,18 58 45.1,+19 47 39,6.50,-0.04,B7III-IV,
7172,11    Aql,176303,11902,11618,18 59 05.7,+13 37 21,5.23,0.53,F8V,*
7173,,176304,,,18 59 17.5,+10 08 27,6.75,0.25,B2Vp,
7174,,176318,,,18 58 01.9,+38 15 58,5.89,-0.17,B7IV,*
7175,48    Dra,176408,,,18 56 45.0,+57 48 54,5.66,1.15,K1III,
7176,13Eps Aql,176411,,,18 59 37.4,+15 04 06,4.02,1.08,K1-IIICN0.5Ba0.2,*
7177,,176425,,,19 02 08.7,-41 54 36,6.23,0.00,A0V,
7178,14Gam Lyr,176437,11908,11624,18 58 56.6,+32 41 22,3.24,-0.05,B9III,*
7179,,176502,11910,,18 58 46.6,+40 40 45,6.22,-0.16,B3V,*
7180,52Ups Dra,176524,,,18 54 23.9,+71 17 50,4.82,1.15,K0IIIBa0.2,
7181,,176527,,,18 59 45.5,+26 13 50,5.27,1.24,K2III,
7182,,176537,,,19 01 37.8,-22 41 44,6.24,1.66,K5,
7183,,176541,,,18 59 58.1,+22 48 53,6.29,1.75,M3.5IIIab,
7184,,176560,11897,,18 57 28.4,+58 13 31,6.46,0.08,A2IV,*
7185,,176582,,,18 59 12.3,+39 13 04,6.41,-0.17,B5IV,*
7186,,176593,,,19 01 33.5,-15 16 57,6.32,1.00,gG6,
7187,,176598,,,18 56 25.6,+65 15 29,5.63,0.95,G8III,
7188,Zet CrA,176638,,,19 03 06.9,-42 05 43,4.75,-0.02,B9.5V,
7189,NOVA 1899,,,V1016 Sgr,,,,,,*
7190,,176664,,,19 03 57.4,-51 01 07,5.93,1.24,K0-1III,
7191,,176668,11901,,18 57 17.4,+62 23 48,6.45,0.93,G5IV+G8V,*
7192,15Lam Lyr,176670,,11641,19 00 00.9,+32 08 44,4.93,1.47,K2.5IIIBa0.5,
7193,12    Aql,176678,,11655,19 01 40.8,-05 44 20,4.02,1.09,K1III,
7194,38Zet Sgr,176687,11950,,19 02 36.7,-29 52 49,2.60,0.08,A2III+A4IV,*
7195,,176704,,,19 02 27.7,-24 50 49,5.65,1.23,K3III,*
7196,,176707,,,18 58 59.6,+50 48 34,6.30,0.98,G8III,
7197,,176723,,,19 03 17.7,-38 15 12,5.74,0.32,F0IIIn,*
7198,,176776,,,19 01 05.5,+19 18 35,6.39,,K1III,
7199,,176795,11870,,18 53 33.2,+75 47 15,6.22,,A1V,*
7200,,176819,,11659,19 01 22.6,+20 50 01,6.69,0.02,B2IV-V,*
7201,,176844,,11652,19 00 19.0,+40 41 03,6.65,,M4IIIa,
7202,,176871,,,19 01 17.4,+26 17 29,5.69,-0.08,B5V,
7203,,176884,11972,,19 03 03.8,-19 14 43,6.05,1.29,G6III,*
7204,,176896,,,19 00 55.2,+33 48 08,6.01,0.97,gK0,
7205,,176903,,,19 03 07.0,-19 06 12,6.37,0.48,F5IV-V,*
7206,,176939,,,19 01 34.9,+25 01 33,6.72,,K2,
7207,,176971,,,19 01 49.5,+22 15 50,6.40,0.16,A4V,
7208,,176981,,,19 02 21.6,+08 22 27,6.30,1.67,K2III,
7209,14    Aql,176984,,,19 02 54.5,-03 41 56,5.42,0.00,A1V,*
7210,,177003,,,19 00 13.7,+50 32 01,5.38,-0.18,B2.5IV,
7211,,177074,,,19 04 25.1,-31 02 49,5.50,0.03,A0IV,
7212,,177109,11965,,19 01 48.3,+33 37 17,6.39,-0.12,B5IV,
7213,Rho Tel,177171,,,19 06 19.9,-52 20 27,5.16,0.53,F7V,*
7214,,177178,,,19 03 32.2,+01 49 08,5.83,0.18,A4V,
7215,16    Lyr,177196,11964,11677,19 01 26.4,+46 56 05,5.01,0.19,A7V,*
7216,,177199,,,19 02 52.6,+19 39 40,6.09,1.34,K1III,
7217,39Omi Sgr,177241,11996,11703,19 04 41.0,-21 44 30,3.77,1.01,G9IIIb,
7218,49    Dra,177249,,,19 00 43.4,+55 39 30,5.48,0.86,G5.5IIbFe-0.5,
7219,,177332,,,19 04 10.7,+03 19 50,6.73,0.13,A5m,
7220,,177336,,V Aql,19 04 24.2,-05 41 06,6.90,4.19,C5II,*
7221,,177389,,,19 09 52.7,-68 25 29,5.33,0.91,G8-K0III-IV,
7222,,177392,,LT Vul,19 03 42.5,+21 16 04,6.52,0.32,F2III,*
7223,,177406,,,19 06 55.6,-48 17 57,5.97,-0.02,A0V,
7224,,177410,,EE Dra,18 58 52.6,+69 31 52,6.52,-0.15,A0pSi,*
7225,15    Aql,177463,12007,,19 04 57.6,-04 01 53,5.42,1.12,K1III,*
7226,Gam CrA,177474,,,19 06 25.1,-37 03 48,4.93,0.52,F8V,*
7227,Gam CrA,177475,,,19 06 25.1,-37 03 48,4.99,0.52,F8V,*
7228,Sig Oct,177482,,Sig Oct,21 08 46.2,-88 57 23,5.47,0.27,F0III,*
7229,,177483,11979,,19 02 07.0,+52 15 40,6.31,1.00,G8III,*
7230,,177517,,Var?,19 05 41.2,-15 39 37,5.97,-0.02,B9V,*
7231,,177552,,,19 05 18.6,-01 30 46,6.53,0.35,F1V,
7232,,177565,,,19 06 52.5,-37 48 37,6.16,0.72,G5IV,
7233,,177693,,,19 08 52.1,-55 43 13,6.49,1.10,K1III,
7234,40Tau Sgr,177716,,,19 06 56.4,-27 40 14,3.32,1.19,K1+IIIb,*
7235,17Zet Aql,177724,12026,11724,19 05 24.6,+13 51 48,2.99,0.01,A0Vn,*
7236,16Lam Aql,177756,,,19 06 14.9,-04 52 57,3.44,-0.09,B9Vn,
7237,,177808,,,19 04 57.9,+31 44 40,5.56,1.54,M0III,
7238,,177809,,,19 04 58.3,+30 44 00,6.06,1.55,M2.5IIIab,
7239,,177817,12039,,19 06 52.3,-16 13 44,6.03,-0.04,B8IV,*
7240,,177846,,,19 07 30.9,-28 38 13,6.04,1.61,K3III,
7241,,177863,,11743,19 07 08.5,-18 44 16,6.29,-0.04,B8III,
7242,Del CrA,177873,,,19 08 20.9,-40 29 48,4.59,1.09,K1III,
7243,,177940,,R Aql,19 06 22.2,+08 13 48,6.09,1.60,M7IIIe,*
7244,,178003,,,19 05 47.1,+29 55 18,6.31,1.65,M0III,
7245,,178065,,,19 07 09.1,+00 38 30,6.56,0.05,B9III,*
7246,,178075,,,19 08 14.6,-24 39 25,6.30,0.04,B9III,
7247,,178089,,,18 57 57.2,+77 03 03,6.54,0.38,F2V,
7248,18    Aql,178125,,Y Aql,19 06 58.6,+11 04 17,5.09,-0.07,B8III,*
7249,,178175,,V4024 Sgr,19 08 16.7,-19 17 24,5.54,-0.11,B2Ve,*
7250,,178187,,,19 06 38.4,+24 15 03,5.77,0.09,A4III,
7251,51    Dra,178207,,,19 04 55.2,+53 23 48,5.38,-0.01,A0Vn,
7252,,178208,12034,,19 05 09.9,+49 55 24,6.43,,K3III,
7253,,178233,,,19 06 37.7,+28 37 43,5.55,0.29,F0III,
7254,Alp CrA,178253,,,19 09 28.3,-37 54 16,4.11,0.04,A2V,*
7255,,178254,,,19 09 39.7,-39 49 41,6.46,1.06,K0III,
7256,,178299,,,19 09 36.4,-36 09 53,6.56,-0.02,A0IV,*
7257,,178322,,,19 09 57.8,-41 53 33,5.88,-0.08,B6V+F1IV,*
7258,,178329,,,19 06 17.0,+41 24 50,6.49,-0.15,B3V,*
7259,Bet CrA,178345,,,19 10 01.7,-39 20 27,4.11,1.20,K0II,
7260,,178428,,Var?,19 07 57.3,+16 51 12,6.07,0.70,G5V,*
7261,17    Lyr,178449,12061,,19 07 25.6,+32 30 06,5.23,0.34,F0V,*
7262,18Iot Lyr,178475,,,19 07 18.1,+36 06 01,5.28,-0.11,B6IV,*
7263,,178476,,,19 08 03.6,+21 41 56,6.23,0.40,F3V,*
7264,41Pi  Sgr,178524,,11769,19 09 45.8,-21 01 25,2.89,0.35,F2II,*
7265,,178555,12096,,19 09 48.1,-19 48 13,6.13,1.16,K1III,*
7266,19    Aql,178596,,,19 08 59.9,+06 04 24,5.22,0.35,F0III-IV,
7267,,178619,,,19 08 40.2,+16 51 05,6.48,0.52,F5IV-V,*
7268,,178628,,,19 11 01.8,-39 00 18,6.36,0.01,B7IIIMn,*
7269,,178744,,,19 09 51.6,-00 25 41,6.34,-0.04,B5Vn,
7270,,178840,,,19 11 18.9,-29 30 08,6.30,-0.04,B9,
7271,,178845,,,19 12 46.1,-50 29 11,6.13,0.95,G8III,
7272,,178911,12101,,19 09 04.4,+34 36 02,6.74,0.63,G1V,*
7273,,178937,,,19 12 09.8,-37 34 58,6.57,1.02,G2III,
7274,Tau Pav,179009,,,19 16 28.5,-69 11 26,6.27,0.17,A6IV-V,
7275,,179094,,V1762 Cyg,19 08 25.8,+52 25 32,5.81,1.09,K1IV,*
7276,,179201,,,19 12 28.0,-21 39 29,6.41,1.13,gG8,
7277,,179323,,,19 13 13.7,-25 54 24,5.80,1.38,K1I,
7278,,179366,,,19 17 12.0,-66 39 41,5.53,0.18,A5V+A8V,*
7279,20    Aql,179406,,11808,19 12 40.7,-07 56 22,5.34,0.13,B3V,
7280,,179422,,,19 11 30.9,+26 44 09,6.36,0.41,F5V,
7281,,179433,,,19 14 39.7,-45 11 36,5.92,0.90,G8III,
7282,,179497,,11815,19 13 15.5,-12 16 57,5.51,1.44,gK4,
7283,19    Lyr,179527,,V471 Lyr,19 11 46.0,+31 17 00,5.98,-0.07,B9pSi,*
7284,,179583,,,19 11 23.1,+40 25 45,6.18,0.09,A3V,
7285,,179588,12160,,19 12 34.4,+16 50 47,6.73,-0.01,B9IV,*
7286,,179648,,,19 12 36.7,+21 33 16,5.93,0.03,A2Vn,
7287,21    Aql,179761,12182,V1288 Aql,19 13 42.7,+02 17 37,5.15,-0.07,B8II-III,*
7288,,179791,,11827,19 13 44.1,+05 30 57,6.49,0.09,A2Vp,*
7289,,179886,,,19 16 21.7,-45 27 59,5.40,1.35,K3III,
7290,55    Dra,179933,,,19 09 45.8,+65 58 43,6.25,0.00,A0V,
7291,,179949,,,19 15 33.2,-24 10 45,6.25,0.54,F9V,
7292,42Psi Sgr,179950,12214,,19 15 32.4,-25 15 24,4.85,0.56,G8:III+A8V,*
7293,,179957,12169,,19 12 04.6,+49 51 15,6.75,0.65,G4V,*
7294,,179958,12169,,19 12 05.0,+49 51 22,6.57,0.65,G4V,*
7295,53    Dra,180006,,11819,19 11 40.5,+56 51 33,5.12,1.01,G8III,
7296,,180093,,RY Sgr,19 16 32.8,-33 31 18,6.25,0.02,"G0Ipe(C1,0)",*
7297,,180134,,,19 18 09.4,-53 23 12,6.38,0.49,F7V,
7298,20Eta Lyr,180163,12197,11839,19 13 45.5,+39 08 46,4.39,-0.15,B2.5IV,*
7299,,180242,,,19 15 02.6,+20 12 12,6.00,0.88,G8III,
7300,,180262,,,19 15 20.1,+15 05 01,5.57,1.07,G8II-III,*
7301,1    Sge,180317,,,19 15 17.4,+21 13 56,5.64,0.11,A4V,*
7302,,180450,,,19 15 24.8,+30 31 35,5.85,1.67,M0III,
7303,22    Aql,180482,,,19 16 31.0,+04 50 05,5.59,0.08,A3IV,
7304,43    Sgr,180540,,,19 17 38.1,-18 57 11,4.96,1.02,G8II-III,*
7305,,180553,12239,,19 15 57.0,+27 27 20,6.54,-0.06,B8V,*
7306,1    Vul,180554,12243,11866,19 16 13.0,+21 23 25,4.77,-0.05,B4IV,*
7307,,180555,12248,,19 16 26.8,+14 32 41,5.63,-0.02,B9.5V,*
7308,,180583,,V473 Lyr,19 15 59.4,+27 55 37,6.16,0.61,F6Ib-II,*
7309,54    Dra,180610,,,19 13 55.2,+57 42 18,4.99,1.16,K2III,
7310,57Del Dra,180711,,,19 12 33.3,+67 39 42,3.07,1.00,G9III,*
7311,,180756,12240,,19 15 19.3,+50 04 15,6.27,,G8III,*
7312,59    Dra,180777,,11824,19 09 09.8,+76 33 38,5.13,0.31,A9V,*
7313,,180782,,,19 17 48.2,+02 01 54,6.19,0.02,A1Vn,*
7314,21The Lyr,180809,,11873,19 16 22.1,+38 08 01,4.36,1.26,K0+II,
7315,25Ome1Aql,180868,,,19 17 49.0,+11 35 43,5.28,0.20,F0IV,
7316,,180885,,,19 19 40.0,-35 25 17,5.59,-0.13,B3V,*
7317,,180928,,,19 19 00.1,-15 32 11,6.06,1.43,K3III,
7318,2    Vul,180968,12287,ES Vul,19 17 43.6,+23 01 32,5.43,0.02,B0.5IV,*
7319,23    Aql,180972,12289,11889,19 18 32.5,+01 05 07,5.10,1.15,K2II-III,*
7320,,181019,,,19 24 05.4,-68 22 16,6.34,1.23,K2III,
7321,24    Aql,181053,,,19 18 50.9,+00 20 21,6.41,1.05,K0-IIIa:Ba0.4CH1,
7322,,181096,,,19 16 51.4,+46 59 57,6.00,0.44,F6IV:,
7323,,181109,,,19 20 26.2,-31 49 04,6.58,1.67,M0III,
7324,,181119,,,19 18 00.8,+31 01 20,6.68,0.08,A3V,
7325,,181122,,,19 18 52.7,+09 37 05,6.32,1.05,G9III,*
7326,,181182,,U Sge,19 18 48.5,+19 36 38,6.58,0.03,B8III+K:,*
7327,,181240,,,19 20 38.1,-22 24 09,5.58,0.27,F0III:,
7328,1Kap Cyg,181276,,11886,19 17 06.2,+53 22 07,3.77,0.96,G9III,*
7329,Eta Tel,181296,,,19 22 51.1,-54 25 25,5.05,0.02,A0Vn,
7330,,181321,,,19 21 29.9,-34 59 02,6.48,0.63,G5V,*
7331,28    Aql,181333,,V1208 Aql,19 19 39.3,+12 22 29,5.53,0.26,F0III,*
7332,29Ome2Aql,181383,,,19 19 53.0,+11 32 06,6.02,0.08,A2V,
7333,26    Aql,181391,,,19 20 32.9,-05 24 57,5.01,0.92,G8III-IV,*
7334,,181401,,,19 22 09.6,-42 00 58,6.34,1.14,K1III,
7335,,181409,,,19 19 03.8,+33 23 20,6.60,-0.19,B2IVe,*
7336,27    Aql,181440,,,19 20 35.7,-00 53 32,5.49,-0.04,B9III,
7337,Bet1Sgr,181454,,,19 22 38.3,-44 27 32,4.01,-0.10,B9V,*
7338,,181470,,,19 19 01.2,+37 26 43,6.22,-0.03,A0III,*
7339,,181558,,,19 21 37.1,-19 14 03,6.26,-0.10,B5V,*
7340,44Rho1Sgr,181577,,Rho1 Sgr,19 21 40.4,-17 50 50,3.93,0.22,F0IV-V,*
7341,,181597,,,19 18 37.7,+49 34 11,6.31,1.12,K1III,*
7342,46Ups Sgr,181615,,Ups Sgr,19 21 43.6,-15 57 18,4.61,0.10,B2Vpe+A2IaShell,*
7343,Bet2Sgr,181623,,,19 23 13.2,-44 47 59,4.29,0.34,F2III,*
7344,45Rho2Sgr,181645,,,19 21 50.9,-18 18 30,5.87,1.06,gG9,
7345,,181655,,,19 19 38.9,+37 19 50,6.31,0.68,G8V,
7346,,181828,,,19 20 33.1,+35 11 10,6.31,-0.12,B9V,
7347,,181858,,,19 22 20.7,-08 12 04,6.31,-0.10,B3IVp,
7348,Alp Sgr,181869,,,19 23 53.2,-40 36 58,3.97,-0.10,B8V,*
7349,,181907,,,19 22 21.5,-00 15 09,5.83,1.09,gG8,
7350,,181925,,,19 24 21.4,-43 43 23,6.17,1.60,M1-2III,
7351,,181960,,,19 19 36.5,+54 22 34,6.26,0.03,A1V,
7352,60Tau Dra,181984,,11898,19 15 33.0,+73 21 20,4.45,1.25,K2+IIIbCN1Fe1,
7353,,182038,,,19 23 04.6,-07 24 01,6.32,1.45,K0,
7354,,182101,,,19 22 48.4,+09 54 47,6.35,0.44,F6V,
7355,,182180,,,19 24 30.1,-27 51 56,6.04,-0.13,B2Vn,*
7356,,182190,,,19 20 16.1,+57 38 43,5.91,1.58,M1IIIab,
7357,,182239,,,19 23 08.2,+14 55 16,6.64,0.27,F1V,
7358,3    Vul,182255,,11966,19 22 50.9,+26 15 45,5.18,-0.12,B6III,
7359,,182272,,,19 22 33.4,+33 31 05,6.06,1.03,K0III,
7360,,182286,12400,,19 25 04.1,-29 18 33,5.93,1.26,K3III,*
7361,,182308,,,19 19 46.1,+64 23 27,6.52,-0.04,B9IVpHgMn,
7362,47Chi1Sgr,182369,,,19 25 16.5,-24 30 31,5.03,0.23,Am,*
7363,49Chi3Sgr,182416,,11992,19 25 29.7,-23 57 44,5.43,1.43,K4III,
7364,,182422,,,19 23 46.9,+20 15 52,6.40,0.01,B9.5V,*
7365,,182440,,,19 21 25.4,+57 46 01,6.43,,K2,
7366,,182475,,,19 25 01.6,-04 53 03,6.52,0.33,A9V,
7367,,182477,,,19 25 21.6,-13 53 49,5.69,1.43,K3III,
7368,,182488,,,19 23 34.0,+33 13 20,6.37,0.81,G8V,
7369,2    Sge,182490,,,19 24 22.1,+16 56 16,6.25,0.08,A2III-IV,*
7370,,182509,,,19 27 48.1,-54 19 31,5.69,1.40,K4III,*
7371,58Pi  Dra,182564,,,19 20 40.1,+65 42 53,4.59,0.02,A2III s,*
7372,2    Cyg,182568,,,19 24 07.6,+29 37 17,4.97,-0.10,B3IV,
7373,31    Aql,182572,,11994,19 24 58.2,+11 56 40,5.16,0.77,G8IVHdel 1,*
7374,,182618,,,19 24 22.4,+28 05 16,6.53,-0.08,B5V,
7375,50    Sgr,182629,,,19 26 19.2,-21 46 36,5.59,1.22,K3III,
7376,,182635,,,19 24 06.1,+36 27 07,6.36,,K1III,*
7377,30Del Aql,182640,,12004,19 25 29.9,+03 06 53,3.36,0.32,F3IV,*
7378,,182645,,,19 26 11.1,-15 03 11,5.72,0.02,B8Vn,*
7379,,182678,,,19 26 24.6,-14 33 04,6.70,0.05,A1V,
7380,,182681,,,19 26 56.5,-29 44 36,5.67,0.00,B9V,
7381,,182691,,,19 23 23.8,+50 16 17,6.51,-0.08,B9III,
7382,,182694,,,19 23 56.5,+43 23 17,5.84,0.92,G7III-IIIa,*
7383,,182709,,,19 31 10.9,-68 26 02,5.96,1.64,K4-5III,
7384,,182761,,,19 25 22.4,+20 16 17,6.31,-0.02,A0V,*
7385,4    Vul,182762,12425,,19 25 28.6,+19 47 55,5.16,0.98,K0III,*
7386,,182807,,,19 25 25.8,+24 54 46,6.19,0.51,F7V,*
7387,32Nu  Aql,182835,,12021,19 26 31.1,+00 20 19,4.66,0.60,F2Ib,*
7388,,182893,,,19 29 52.6,-55 26 29,6.13,0.98,K0-1III,
